Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
ACA Tutoring Center,14623 Hawthorne Blvd Ste 205-B,Lawndale,CA,90260,,Encino,(562) 270-4119,,,Yes,No,2.0 star rating,1 review,http://www.ArcherChoice.com,,Mon 9:00 am - 11:30 pm<br>Tue 9:00 am - 11:30 pm<br>Wed 9:00 am - 11:30 pm<br>Thu 9:00 am - 11:30 pm<br>Fri 9:00 am - 11:30 pm<br>Sat 9:00 am - 11:30 pm<br>Sun 9:00 am - 11:30 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Educational Services, Tutoring Centers, Test Preparation, Educational Services, Tutoring Centers",33.898565,-118.352992,https://s3-media4.fl.yelpcdn.com/bphoto/N4Fq67Ty5rAD6vVl2h-4WA/ls.jpg,http://www.yelp.com/biz/aca-tutoring-center-lawndale?osq=Tutoring,,,,,,
A Plus Learning Center,9677 Longden Ave,Temple City,CA,91780,,Pasadena,(626) 286-0187,,,Yes,No,4.5 star rating,6 reviews,,,Mon 11:00 am - 6:30 pm<br>Tue 11:00 am - 6:30 pm<br>Wed 11:00 am - 6:30 pm<br>Thu 11:00 am - 6:30 pm<br>Fri 11:00 am - 6:30 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.114687,-118.059545,https://s3-media1.fl.yelpcdn.com/bphoto/x2O7yckFoTrjbC0xpujzJA/ls.jpg,http://www.yelp.com/biz/a-plus-learning-center-temple-city?osq=Tutoring,,,,,,
C2 Education of Calabasas,23661 Calabasas Rd,Calabasas,CA,91302,,Woodland Hills,(818) 661-4550,"C2 provides local students with face-to-face, fully personalized academic programs. We specialize in K-12 tutoring in all subjects and can help your child with everything from …Learn more about C2 Education of Calabasas, Opens a popupSpecialtiesC2 provides local students with face-to-face, fully personalized academic programs. We specialize in K-12 tutoring in all subjects and can help your child with everything from grammar and reading comprehension to calculus and chemistry as well as Standardized Test Preparation for the SAT, ACT, PSAT, AP / SAT Subject Exams and SSAT/ISEE. We are experts in College Admissions and Applications, and students or parents can walk in any time to talk with a C2 Center Director for School or College Admissions Guidance. The National Tutoring Association recognizes C2 Education as the 2016-17 National Tutoring Association Program of the Year.Factors that set C2 apart:* C2's program is unique for each student, based on an assessment of strengths and weaknesses so we can tailor lessons accordingly.* C2 provides expert instruction along with a flexible teaching environment and easy access to a variety of skilled tutors.* C2's rigorous hiring process requires all C2 tutors to score above the 95th percentile in their fields.* C2 tutors are mentors who connect with students and encourage them to stay motivated. There's nothing one-size-fits-all about us. Our expertise, personalized curricula, college admissions resources, and highly qualified tutors set us apart.Products: K-12 Personalized Tutoring in all subjects; SAT Prep, ACT Prep, PSAT Prep, AP Exam Prep, SAT Subject Test Prep, SSAT/ISEE Prep; College Admissions Guidance, Applications and Essays; Study Skills; Summer ProgramsHistoryEstablished in 1997.In 1997, C2 Education began as a private tutoring program run out of a Harvard University dorm room. Since then, C2 has grown to include over 190 centers nationwide, serving over 12,000 students and their families each week. The nation's fastest-growing network of personalized K-12 tutoring and SAT, PSAT, ACT, and AP Exam preparation centers, offers customized curricula, personalized attention and a wide variety of enrichment services for students in elementary school, middle school, and high school. C2 Education centers can be found in California, Connecticut, Georgia, Florida, Illinois, Maryland, New Jersey, New York, North Carolina, Oregon, Pennsylvania, Tennessee, Texas, Virginia, Washington, and Canada.Meet the Manager",,Yes,No,5.0 star rating,11 reviews,https://www.c2educate.com/locations/calabasas-ca/%3Futm_source%3Dyelp%26utm_medium%3Dorganic%26utm_campaign%3Dlocal,,Mon 11:00 am - 7:00 pm<br>Tue 11:00 am - 7:00 pm<br>Wed 11:00 am - 7:00 pm<br>Thu 11:00 am - 7:00 pm<br>Fri Closed<br>Sat 9:00 am - 5:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors",34.155645,-118.643877,https://s3-media2.fl.yelpcdn.com/bphoto/RgaT0ok-WjpGQbgVnOUe3g/ls.jpg,http://www.yelp.com/biz/c2-education-of-calabasas-calabasas-2?osq=Tutoring,,,,,,
Academia Avance,115 N Ave 53,Los Angeles,CA,90042,,Highland Park,(323) 230-7270,,,No,No,3.5 star rating,3 reviews,http://www.academiaavance.org,,Mon 7:30 am - 4:00 pm<br>Tue 7:30 am - 4:00 pm<br>Wed 7:30 am - 4:00 pm<br>Thu 7:30 am - 4:00 pm<br>Fri 7:30 am - 4:00 pm<br>Sat 7:30 am - 4:00 pm<br>Sun 7:30 am - 4:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middle Schools & High Schools, Middle Schools & High Schools",34.107313,-118.198112,https://s3-media2.fl.yelpcdn.com/bphoto/ZpT6DRazzq6z56AIQw0WqA/ls.jpg,http://www.yelp.com/biz/academia-avance-los-angeles?osq=Tutoring,,,,,,
A+ Educational Centers,3579 Gage Ave,Bell,CA,90201,,,(323) 589-8080,,,No,No,1.0 star rating,1 review,http://www.aplus4u.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",33.979802,-118.200975,,http://www.yelp.com/biz/a-educational-centers-bell?osq=Tutoring,,,,,,
Russian Tutoring,,Sherman Oaks,CA,91423,,Sherman Oaks,(818) 570-0616,,,Yes,No,,,,,Mon 9:00 am - 8:00 pm<br>Tue 9:00 am - 8:00 pm<br>Wed 9:00 am - 8:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 10:00 am - 8:00 pm<br>Sun 10:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media1.fl.yelpcdn.com/bphoto/URcMLPukxB0CwHWZK46obg/ls.jpg,http://www.yelp.com/biz/russian-tutoring-sherman-oaks?osq=Tutoring,,,,,,
Rose & Alex Pilibos Armenian School,1615 N Alexandria Ave,Los Angeles,CA,90027,,East Hollywood,(323) 668-2661,,,No,No,5.0 star rating,3 reviews,http://www.pilibos.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elementary Schools, Middle Schools & High Schools, Elementary Schools, Middle Schools & High Schools",34.100353,-118.298659,https://s3-media3.fl.yelpcdn.com/bphoto/-7GC3xySPfff-gyww7xLcw/ls.jpg,http://www.yelp.com/biz/rose-and-alex-pilibos-armenian-school-los-angeles?osq=Tutoring,,,,,,
Hollywood Group,2050 South Bundy Dr Ste 202,Los Angeles,CA,90025,,Sawtelle,(310) 882-7602,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.033624,-118.454003,,http://www.yelp.com/biz/hollywood-group-los-angeles?osq=Tutoring,,,,,,
Educando Spanish Classes For Everyone,21021 Erwin St Apt. 361,Los Angeles,CA,91367,,Woodland Hills,(818) 401-8904,,,No,No,,,,,Mon 10:00 am - 4:00 pm<br>Tue 10:00 am - 4:00 pm<br>Wed 10:00 am - 4:00 pm<br>Thu 10:00 am - 4:00 pm<br>Fri 10:00 am - 4:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Educational Services, Private Tutors, Test Preparation, Educational Services, Private Tutors",34.182860,-118.590750,https://s3-media1.fl.yelpcdn.com/bphoto/hKdE7dBFFMUhIa7fAw4H2A/ls.jpg,http://www.yelp.com/biz/educando-spanish-classes-for-everyone-los-angeles?osq=Tutoring,,,,,,
Sylvan Learning of Northridge,8984 Tampa Ave,Northridge,CA,91324,,Northridge,(866) 238-0320,"Kids love coming to Sylvan of Northridge for our wide variety of learning activities - and yours will too. Families tell us it's our personal approach, next generation programs and …Learn more about Sylvan Learning of Northridge, Opens a popupSpecialtiesKids love coming to Sylvan of Northridge for our wide variety of learning activities - and yours will too. Families tell us it's our personal approach, next generation programs and cool technology. And you'll discover that in everything our tutors of Northridge do - from our tutoring programs, to academic coaching, to ACT Prep and SAT Prep, to our cool Robotics, Coding and Engineering classes - we make learning personal and engaging, so your child can succeed. We're right there with you, helping your child build confidence, catch up to grade level, or turn Bs into As ... Helping your child discover fun, hands-on experiences with science, technology, engineering and math (STEM) to build a love for STEM and an interest in high-growth careers ... Helping your teen achieve higher test scores, better essays and bigger college dreams. Discover the many ways our tutors at Sylvan of Northridge can inspire your child to succeed!HistoryEstablished in 1979.At Sylvan Learning, we're focused on building academic confidence, igniting intellectual curiosity and inspiring a love for learning -- all of which make a big impact in school and in life. For nearly 40 years we've been helping millions of students and families achieve new levels of academic success. The company was founded in 1979 and is headquartered in Baltimore, Maryland. Sylvan of Northridge has the best in Personalized Tutoring, Academic Coaching, Advancement and Test Prep, STEM enrichment and more! Results matter and Sylvan delivers. In fact, students in ourproven Personalized Tutoring programs can see up to two to three times more growth in their math and reading scores than other students! Learn how our tutors in Northridge are engaging kids and inspiring success with our personal approach, next generation programs and cool technology.Meet the Manager",,Yes,No,4.0 star rating,16 reviews,https://locations.sylvanlearning.com/us/northridge-ca%3Futm_source%3Dyelp%26utm_medium%3Diyp%26utm_content%3DNAC-USA-DAC1-directory-yelp-100004%26utm_campaign%3Dppcall,,Mon 9:00 am - 7:30 pm<br>Tue 9:00 am - 7:30 pm<br>Wed 9:00 am - 7:30 pm<br>Thu 9:00 am - 7:30 pm<br>Fri 9:00 am - 6:30 pm<br>Sat 8:30 am - 2:00 pm<br>Sun 9:30 am - 1:30 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, Tutoring Centers, Test Preparation",34.233371,-118.552294,https://s3-media2.fl.yelpcdn.com/bphoto/niVe8emTQT14z3apOctd5g/ls.jpg,http://www.yelp.com/biz/sylvan-learning-of-northridge-northridge-2?osq=Tutoring,$47 for $95 Deal at Sylvan Learning of Northridge,You get a voucher redeemable for $95 at Sylvan Learning of Northridge.,$95,51%,$48,https://www.yelp.com/checkout/deal/90qcgbkO5sSy4iLOvT1G4w?biz_id=1RXa2vs4v6F89KYV9XuLvg&return_url=%2Fbiz%2Fsylvan-learning-of-northridge-northridge-2
Andrea Chernin Educational Therapy,4768 Park Granada Ste 106,Calabasas,CA,91302,,,(310) 458-0373,,,Yes,No,5.0 star rating,3 reviews,http://www.educationalcareapist.com,,Mon 12:00 pm - 9:00 pm<br>Tue 12:00 pm - 9:00 pm<br>Wed 12:00 pm - 9:00 pm<br>Thu 12:00 pm - 9:00 pm<br>Fri Closed<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Private Tutors, Special Education, Educational Services, Private Tutors, Special Education",,,https://s3-media4.fl.yelpcdn.com/bphoto/PpeZrebncrdkAXCPVOpAgQ/ls.jpg,http://www.yelp.com/biz/andrea-chernin-educational-therapy-calabasas?osq=Tutoring,,,,,,
Jeffrey Payo Math Tutoring,,Northridge,CA,91324,,Northridge,(206) 353-5711,,Jeffrey P.,Yes,No,,,http://jeffreypmathandstuff.com,,Mon Closed<br>Tue 9:00 am - 7:30 pm<br>Wed 9:00 am - 7:30 pm<br>Thu 9:00 am - 7:30 pm<br>Fri 9:00 am - 4:30 pm<br>Sat Closed<br>Sun 9:00 am - 5:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media4.fl.yelpcdn.com/bphoto/r3Si3v1xnipZr2Nv2-fekg/ls.jpg,http://www.yelp.com/biz/jeffrey-payo-math-tutoring-northridge?osq=Tutoring,,,,,,
PV Tutor,5757 Ravenspur Dr,Rancho Palos Verdes,CA,90275,,Torrance,(310) 720-0174,,Joseph T.,Yes,No,5.0 star rating,5 reviews,http://www.pvtutor.com,,Mon 9:00 am - 8:00 pm<br>Tue 9:00 am - 8:00 pm<br>Wed 9:00 am - 8:00 pm<br>Thu 9:00 am - 8:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 10:00 am - 6:00 pm<br>Sun 10:00 am - 6:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Middle Schools & High Schools, Private Tutors, Test Preparation, Middle Schools & High Schools",,,https://s3-media4.fl.yelpcdn.com/bphoto/MrUwd39UIOobjiQR1A7Ncg/ls.jpg,http://www.yelp.com/biz/pv-tutor-rancho-palos-verdes?osq=Tutoring,,,,,,
Short Avenue Elementary School,12814 Maxella Ave,Los Angeles,CA,90066,,Del Rey,(310) 397-4234,"Short Avenue Elementary is a STEAM (Science, Technology, Engineering, Art, Math) focused school aimed at educating and nurturing the whole child in a safe, thoughtful environment …Learn more about Short Avenue Elementary School, Opens a popupSpecialtiesShort Avenue Elementary is a STEAM (Science, Technology, Engineering, Art, Math) focused school aimed at educating and nurturing the whole child in a safe, thoughtful environment from Transitional Kindergarten/Kindergarten through sixth grade.We welcome and celebrate our culturally diverse community.Please join us for one of our scheduled tours and see if we are the right fit for your child. We do our best to offer individual tour dates to accommodate your schedule if you cannot attend a regularly scheduled tour.Find us on our web sites and Facebook: Friends of Short Avenue & Short Avenue Elementary and share in our student successes and awards in art, science, technology and math.Meet the Manager",,Yes,No,5.0 star rating,10 reviews,http://friendsofshortavenue.org/,,Mon 7:30 am - 4:00 pm<br>Tue 7:30 am - 4:00 pm<br>Wed 7:30 am - 4:00 pm<br>Thu 7:30 am - 4:00 pm<br>Fri 7:30 am - 4:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elementary Schools, Elementary Schools",33.990512,-118.432321,https://s3-media3.fl.yelpcdn.com/bphoto/GLKrNXbAMDGcVNGH6TAEMg/ls.jpg,http://www.yelp.com/biz/short-avenue-elementary-school-los-angeles?osq=Tutoring,,,,,,
Crystal Kaba,,Santa Monica,CA,90403,,,(949) 735-7879,,,Yes,No,,,,,Mon 9:00 am - 10:00 pm<br>Tue 9:00 am - 10:00 pm<br>Wed 9:00 am - 10:00 pm<br>Thu 9:00 am - 10:00 pm<br>Fri 9:00 am - 10:00 pm<br>Sat 9:00 am - 10:00 pm<br>Sun 9:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media4.fl.yelpcdn.com/bphoto/n2vEGvNzxkUVtKA498IfKg/ls.jpg,http://www.yelp.com/biz/crystal-kaba-santa-monica-2?osq=Tutoring,$100 for $150 Deal at Crystal Kaba,You get a voucher redeemable for $150 at Crystal Kaba.,$150,33%,$50,https://www.yelp.com/checkout/deal/IU8mkHEmWmJ7-Km1hnWgwg?biz_id=S07zrH3iba0MaenHn8EhYQ&return_url=%2Fbiz%2Fcrystal-kaba-santa-monica-2
Mathnasium of Pasadena,900 Valley View Ave Ste 4,Pasadena,CA,91107,,Pasadena,(626) 510-6284,"Mathnasium Learning Centers strive to teach elementary, middle, and high school students math the way that makes sense to them. The hallmark of our program has been the way that it …Learn more about Mathnasium of Pasadena, Opens a popupSpecialtiesMathnasium Learning Centers strive to teach elementary, middle, and high school students math the way that makes sense to them. The hallmark of our program has been the way that it engages kids and gets them to know math at a level that is far beyond adult expectations. Today, over 35 years after its inception, the Mathnasium Method™ is providing children all over the world with the confidence, critical thinking skills, and mathematical ability to last a lifetime. We specialize in math tutoring, customer learning plans, personalized instruction, homework help, and SAT, ACT, and ISEE preparation. Our goal is to significantly increase your child's math skills, understanding of math concepts, and overall school performance, while building confidence and forging a positive attitude toward the subject. Contact us today for more information!",,Yes,No,5.0 star rating,12 reviews,http://www.mathnasium.com/pasadena,,Mon Closed<br>Tue 1:30 pm - 6:00 pm<br>Wed 1:30 pm - 6:00 pm<br>Thu 1:30 pm - 6:00 pm<br>Fri 1:30 pm - 6:00 pm<br>Sat 9:00 am - 12:30 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Tutoring Centers, Private Tutors",34.163285,-118.068443,https://s3-media4.fl.yelpcdn.com/bphoto/3Y9fJq-HPVBO6qwbTGJ8PA/ls.jpg,http://www.yelp.com/biz/mathnasium-of-pasadena-pasadena-3?osq=Tutoring,,,,,,
Teaching Tutors,621 N Kenwood St Ste 4,Glendale,CA,91206,,Glendale,(800) 314-1093,,,No,No,,,http://www.theteachingtutors.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.155549,-118.251691,,http://www.yelp.com/biz/teaching-tutors-glendale?osq=Tutoring,,,,,,
Amazing Stars Academy United,,Fontana,CA,92336,,,(714) 677-7903,,Maritza T.,Yes,No,5.0 star rating,3 reviews,http://amazingstarsacademy.weebly.com,,Mon 8:00 am - 8:00 pm<br>Tue 8:00 am - 8:00 pm<br>Wed 8:00 am - 8:00 pm<br>Thu 8:00 am - 8:00 pm<br>Fri 8:00 am - 8:00 pm<br>Sat 8:00 am - 8:00 pm<br>Sun 8:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Private Tutors, Test Preparation",,,https://s3-media3.fl.yelpcdn.com/bphoto/KH84MCPgtaDo59x1RpZmng/ls.jpg,http://www.yelp.com/biz/amazing-stars-academy-united-fontana-2?osq=Tutoring,$50 for $75 Deal at Amazing Stars Academy United,You get a voucher redeemable for $75 at Amazing Stars Academy United.,$75,33%,$25,https://www.yelp.com/checkout/deal/IsNwAG8w-z30qdlZX1vinA?biz_id=rFxBm3GxF9uol_qe8u5zWw&return_url=%2Fbiz%2Famazing-stars-academy-united-fontana-2
Kapp Educational Therapy,9889 S Santa Monica Ste 207,Beverly Hills,CA,90212,,,(323) 820-8664,,Rachel K.,Yes,No,5.0 star rating,4 reviews,http://www.kappedtherapy.com,,Mon 10:00 am - 10:00 pm<br>Tue 10:00 am - 10:00 pm<br>Wed 10:00 am - 10:00 pm<br>Thu 10:00 am - 10:00 pm<br>Fri Closed<br>Sat Closed<br>Sun 10:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Special Education, Special Education",34.065788,-118.411343,https://s3-media2.fl.yelpcdn.com/bphoto/WBl2efBiwalesrKieIMCLQ/ls.jpg,http://www.yelp.com/biz/kapp-educational-therapy-beverly-hills?osq=Tutoring,,,,,,
Helen Afshan Acting Studio,19513 Enadia Way,Los Angeles,CA,91335,,Reseda,(818) 996-4782,,Helen A.,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Art Schools, Performing Arts, Private Tutors, Art Schools, Performing Arts, Private Tutors",34.200377,-118.558477,https://s3-media3.fl.yelpcdn.com/bphoto/1QM7f7jdSaz7MlR5GbEcag/ls.jpg,http://www.yelp.com/biz/helen-afshan-acting-studio-los-angeles?osq=Tutoring,,,,,,
Boys and Girls Clubs of East Los Angeles,324 N McDonnell Ave,Los Angeles,CA,90022,,East Los Angeles,(323) 263-4955,,,No,No,,,http://www.bgcela.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.039353,-118.166732,https://s3-media3.fl.yelpcdn.com/bphoto/1qj5vfo51jjqYQr36kdbYA/ls.jpg,http://www.yelp.com/biz/boys-and-girls-clubs-of-east-los-angeles-los-angeles?osq=Tutoring,,,,,,
TOP Learning Center,1414 Fair Oaks Ave Unit 1B,South Pasadena,CA,91030,,South Pasadena,(626) 441-2331,,,Yes,No,,,http://www.toplearningcenter.com,,Mon 1:00 pm - 6:30 pm<br>Tue 1:00 pm - 6:30 pm<br>Wed 1:00 pm - 6:30 pm<br>Thu 1:00 pm - 6:30 pm<br>Fri 1:00 pm - 6:30 pm<br>Sat 1:00 pm - 6:30 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.109647,-118.150002,https://s3-media4.fl.yelpcdn.com/bphoto/XfR77oaCudNOUkvpwJovXQ/ls.jpg,http://www.yelp.com/biz/top-learning-center-south-pasadena-2?osq=Tutoring,$95 for $125 Deal at TOP Learning Center,You get a voucher redeemable for $125 at TOP Learning Center.,$125,24%,$30,https://www.yelp.com/checkout/deal/xFldw49KwHgxp_2CbE-Pzg?biz_id=vQVHd28hLK41IvyvAlaUWw&return_url=%2Fbiz%2Ftop-learning-center-south-pasadena-2
Westside Tutoring Agency,12021 Wilshire Blvd Ste 111,Los Angeles,CA,90049,,Brentwood,(310) 826-9999,,,Yes,No,,,,,Mon 10:00 am - 4:00 pm<br>Tue 10:00 am - 4:00 pm<br>Wed 10:00 am - 4:00 pm<br>Thu 10:00 am - 4:00 pm<br>Fri 10:00 am - 4:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,,http://www.yelp.com/biz/westside-tutoring-agency-los-angeles?osq=Tutoring,,,,,,
German Lessons Los Angeles,8605 Santa Monica Blvd Ste 86653,Los Angeles,CA,90069,,,(323) 744-7439,,Jared K.,Yes,No,,,http://germanlessonslosangeles.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Language Schools, Language Schools",34.088043,-118.379504,https://s3-media2.fl.yelpcdn.com/bphoto/Sqh9ey-lcf8moO6fmnMSTg/ls.jpg,http://www.yelp.com/biz/german-lessons-los-angeles-los-angeles?osq=Tutoring,,,,,,
Ages N Stages Daycare Center,6113 Pickford St,Los Angeles,CA,90035,,Mid-City,(310) 990-0221,,,Yes,No,4.5 star rating,2 reviews,,,Mon 6:00 am - 6:00 pm<br>Tue 6:00 am - 6:00 pm<br>Wed 6:00 am - 6:00 pm<br>Thu 6:00 am - 6:00 pm<br>Fri 6:00 am - 6:00 pm<br>Sat 6:00 am - 6:00 pm<br>Sun 6:00 am - 6:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preschools, Preschools",34.049159,-118.375383,https://s3-media4.fl.yelpcdn.com/bphoto/RVpuKNx3itcCOoF3K_W6Og/ls.jpg,http://www.yelp.com/biz/ages-n-stages-daycare-center-los-angeles?osq=Tutoring,,,,,,
Educational Resources,1000 Huntington Dr,San Marino,CA,91108,,Pasadena,(626) 308-0313,,Jim D.,Yes,No,5.0 star rating,3 reviews,http://www.ertutoring.com,,Mon 2:00 pm - 8:00 pm<br>Tue 2:00 pm - 8:00 pm<br>Wed 2:00 pm - 8:00 pm<br>Thu 2:00 pm - 8:00 pm<br>Fri 2:00 pm - 6:00 pm<br>Sat 9:00 am - 1:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation",,,https://s3-media4.fl.yelpcdn.com/bphoto/Sp4cHAmq4hLbkq5G3Gbljw/ls.jpg,http://www.yelp.com/biz/educational-resources-san-marino-2?osq=Tutoring,,,,,,
Edupro,"21253 - B Howthorne Blvd Fl 2, Ste B",Torrance,CA,90503,,Torrance,(310) 543-0088,"EduPro specializes in...-SAT & ACT Test Prep-A-Best Tutoring Program (3-to-1) -SAT Subject Tests & AP Test Prep-TOEFL/ESL/GRE Courses-College Admission/scholarship program …Learn more about Edupro, Opens a popupSpecialtiesEduPro specializes in...-SAT & ACT Test Prep-A-Best Tutoring Program (3-to-1) -SAT Subject Tests & AP Test Prep-TOEFL/ESL/GRE Courses-College Admission/scholarship program-Academic ConsultationsHistoryEstablished in 2006.Every student has a dream.At Edupro, we help students turn their dreams into goals,and then turn those goals into reality.Meet the Business Owner",David C.,Yes,No,5.0 star rating,17 reviews,http://www.goedupro.com,,Mon 2:00 pm - 9:30 pm<br>Tue 2:00 pm - 9:30 pm<br>Wed 2:00 pm - 9:30 pm<br>Thu 2:00 pm - 9:30 pm<br>Fri 2:00 pm - 9:30 pm<br>Sat 9:00 am - 2:30 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Test Preparation, College Counseling, Educational Services, Test Preparation, College Counseling",33.836161,-118.353854,https://s3-media1.fl.yelpcdn.com/bphoto/bw1EZRshKUBUG2wkwcdYwg/ls.jpg,http://www.yelp.com/biz/edupro-torrance-2?osq=Tutoring,,,,,,
Educational Attainment Services,5200 W Century Blvd Ste 495,Los Angeles,CA,90045,,Westchester,(800) 706-4134,,,Yes,No,,,http://www.educationalattainmentservices.com,,Mon 8:00 am - 8:00 pm<br>Tue 8:00 am - 8:00 pm<br>Wed 8:00 am - 8:00 pm<br>Thu 8:00 am - 8:00 pm<br>Fri 8:00 am - 8:00 pm<br>Sat 8:00 am - 8:00 pm<br>Sun 8:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"College Counseling, College Counseling",33.945021,-118.370620,https://s3-media2.fl.yelpcdn.com/bphoto/qIQf_OxmpFMsRdkLxbgetA/ls.jpg,http://www.yelp.com/biz/educational-attainment-services-los-angeles-3?osq=Tutoring,,,,,,
DIY Father,1354 S Curson Ave,Los Angeles,CA,90019,,Mid-Wilshire,(310) 496-7564,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.050510,-118.359479,,http://www.yelp.com/biz/diy-father-los-angeles?osq=Tutoring,,,,,,
